#NAME	A1	A2	A3	A7	A8	A9
ASV_770	0	0	0	0	0	56
ASV_771	28	0	27	0	0	0
ASV_772	25	30	0	0	0	0
ASV_773	18	25	12	0	0	0
ASV_774	0	0	0	44	0	11
ASV_775	0	0	0	33	0	22
ASV_776	0	0	0	25	9	21
ASV_777	0	0	0	23	0	32
ASV_778	54	0	0	0	0	0
ASV_779	35	0	19	0	0	0
ASV_780	23	0	31	0	0	0
ASV_781	0	10	16	12	0	16
ASV_782	0	0	0	35	19	0
ASV_783	0	0	0	34	0	20
ASV_784	0	0	0	24	0	30
ASV_785	0	0	0	0	0	54
ASV_786	53	0	0	0	0	0
ASV_787	27	0	26	0	0	0
ASV_788	19	0	0	18	16	0
ASV_789	13	16	24	0	0	0
ASV_790	6	13	12	22	0	0
ASV_791	0	0	53	0	0	0
ASV_792	0	0	0	33	0	20
ASV_793	0	0	0	30	0	23
ASV_794	0	0	0	29	0	24
ASV_795	0	0	0	29	24	0
ASV_796	0	0	0	27	0	26
ASV_797	19	15	18	0	0	0
ASV_798	0	52	0	0	0	0
ASV_799	0	28	24	0	0	0
ASV_800	0	0	0	52	0	0
ASV_801	0	0	0	52	0	0
ASV_802	0	0	0	32	7	13
ASV_803	0	0	0	28	24	0
ASV_804	0	0	0	27	0	25
ASV_805	0	0	0	21	13	18
ASV_806	0	0	0	0	52	0
ASV_807	51	0	0	0	0	0
ASV_808	51	0	0	0	0	0
ASV_809	23	0	28	0	0	0
ASV_810	14	20	17	0	0	0
ASV_811	0	51	0	0	0	0
ASV_812	0	0	0	51	0	0
ASV_813	0	0	0	51	0	0
ASV_814	0	0	0	51	0	0
ASV_815	0	0	0	33	0	18
ASV_816	0	0	0	29	0	22
ASV_817	0	0	0	27	11	13
ASV_818	0	0	0	16	12	23
ASV_819	26	0	24	0	0	0
ASV_820	13	10	27	0	0	0
ASV_821	11	16	23	0	0	0
ASV_822	0	0	0	50	0	0
ASV_823	0	0	0	33	0	17
ASV_824	0	0	0	31	0	19
ASV_825	0	0	0	29	6	15
ASV_826	0	0	0	25	0	25
ASV_827	0	0	0	24	9	17
ASV_828	0	0	0	23	0	27
ASV_829	0	0	0	22	19	9
ASV_830	0	0	0	0	26	24
ASV_831	0	49	0	0	0	0
ASV_832	0	26	23	0	0	0
ASV_833	0	0	49	0	0	0
ASV_834	0	0	0	49	0	0
ASV_835	0	0	0	49	0	0
ASV_836	0	0	0	49	0	0
ASV_837	0	0	0	49	0	0
ASV_838	0	0	0	32	0	17
ASV_839	0	0	0	32	0	17
ASV_840	0	0	0	25	0	24
ASV_841	0	0	0	22	10	17
ASV_842	0	0	0	11	13	25
ASV_843	0	0	0	0	49	0
ASV_844	23	24	1	0	0	0
ASV_845	18	10	20	0	0	0
ASV_846	15	20	13	0	0	0
ASV_847	0	0	22	26	0	0
ASV_848	0	0	0	48	0	0
ASV_849	0	0	0	35	0	13
ASV_850	0	0	0	26	0	22
ASV_851	0	0	0	25	9	14
ASV_852	0	0	0	25	11	12
ASV_853	0	0	0	16	21	11
ASV_854	0	0	0	0	0	48
ASV_855	23	24	0	0	0	0
ASV_856	18	16	13	0	0	0
ASV_857	0	18	29	0	0	0
ASV_858	0	0	0	47	0	0
ASV_859	0	0	0	47	0	0
ASV_860	0	0	0	32	0	15
ASV_861	0	0	0	26	0	21
ASV_862	0	0	0	25	0	22
ASV_863	46	0	0	0	0	0
ASV_864	25	0	21	0	0	0
ASV_865	24	0	22	0	0	0
ASV_866	23	0	23	0	0	0
ASV_867	22	0	24	0	0	0
ASV_868	0	21	25	0	0	0
ASV_869	0	0	46	0	0	0
ASV_870	0	0	46	0	0	0
ASV_871	0	0	0	46	0	0
ASV_872	0	0	0	46	0	0
ASV_873	0	0	0	29	17	0
ASV_874	0	0	0	26	0	20
ASV_875	0	0	0	25	0	21
ASV_876	0	0	0	23	0	23
ASV_877	0	0	0	0	46	0
ASV_878	0	0	0	0	0	46
ASV_879	0	0	0	0	0	46
ASV_880	45	0	0	0	0	0
ASV_881	38	0	7	0	0	0
ASV_882	22	23	0	0	0	0
ASV_883	19	26	0	0	0	0
ASV_884	0	0	45	0	0	0
ASV_885	0	0	45	0	0	0
ASV_886	0	0	0	45	0	0
ASV_887	0	0	0	45	0	0
ASV_888	0	0	0	45	0	0
ASV_889	0	0	0	45	0	0
ASV_890	0	0	0	45	0	0
ASV_891	0	0	0	30	0	15
ASV_892	0	0	0	26	11	8
ASV_893	0	0	0	25	0	20
ASV_894	0	0	0	24	8	13
ASV_895	0	0	0	23	0	22
ASV_896	0	0	0	22	0	23
ASV_897	0	0	0	18	0	27
ASV_898	0	0	0	0	45	0
ASV_899	0	0	0	0	0	45
ASV_900	44	0	0	0	0	0
ASV_901	0	15	29	0	0	0
ASV_902	0	0	0	44	0	0
ASV_903	0	0	0	26	0	18
ASV_904	0	0	0	20	0	24
ASV_905	0	0	0	0	44	0
ASV_906	0	0	0	0	23	21
ASV_907	0	0	0	0	0	44
ASV_908	43	0	0	0	0	0
ASV_909	43	0	0	0	0	0
ASV_910	43	0	0	0	0	0
ASV_911	22	0	21	0	0	0
ASV_912	11	8	24	0	0	0
ASV_913	0	43	0	0	0	0
ASV_914	0	0	43	0	0	0
ASV_915	0	0	0	43	0	0
ASV_916	0	0	0	30	0	13
ASV_917	0	0	0	25	18	0
ASV_918	0	0	0	24	0	19
ASV_919	0	0	0	22	21	0
ASV_920	0	0	0	20	9	14
ASV_921	0	0	0	14	15	14
ASV_922	0	0	0	0	43	0
ASV_923	42	0	0	0	0	0
ASV_924	10	13	19	0	0	0
ASV_925	0	12	30	0	0	0
ASV_926	0	0	42	0	0	0
ASV_927	0	0	0	42	0	0
ASV_928	0	0	0	42	0	0
ASV_929	0	0	0	42	0	0
ASV_930	0	0	0	42	0	0
ASV_931	0	0	0	42	0	0
ASV_932	0	0	0	42	0	0
ASV_933	0	0	0	26	5	11
ASV_934	0	0	0	19	0	23
ASV_935	0	0	0	10	14	18
ASV_936	0	0	0	0	42	0
ASV_937	0	0	0	0	42	0
ASV_938	0	0	0	0	24	18
ASV_939	0	0	0	0	21	21
ASV_940	26	0	15	0	0	0
ASV_941	19	0	0	22	0	0
ASV_942	17	0	24	0	0	0
ASV_943	0	20	21	0	0	0
ASV_944	0	19	22	0	0	0
ASV_945	0	11	0	12	7	11
ASV_946	0	7	0	14	10	10
ASV_947	0	0	41	0	0	0
ASV_948	0	0	0	41	0	0
ASV_949	0	0	0	41	0	0
ASV_950	0	0	0	41	0	0
ASV_951	0	0	0	41	0	0
ASV_952	0	0	0	41	0	0
ASV_953	0	0	0	41	0	0
ASV_954	0	0	0	41	0	0
ASV_955	0	0	0	27	0	14
ASV_956	0	0	0	0	25	16
ASV_957	40	0	0	0	0	0
ASV_958	24	16	0	0	0	0
ASV_959	19	21	0	0	0	0
ASV_960	16	0	24	0	0	0
ASV_961	0	28	12	0	0	0
ASV_962	0	0	40	0	0	0
ASV_963	0	0	0	40	0	0
ASV_964	0	0	0	40	0	0
ASV_965	0	0	0	40	0	0
ASV_966	0	0	0	26	14	0
ASV_967	0	0	0	26	0	14
ASV_968	0	0	0	25	0	15
ASV_969	0	0	0	24	0	16
ASV_970	0	0	0	15	0	25
ASV_971	0	0	0	14	0	26
ASV_972	0	0	0	0	40	0
ASV_973	0	0	0	0	40	0
ASV_974	0	0	0	0	40	0
ASV_975	0	0	0	0	40	0
ASV_976	0	0	0	0	15	25
ASV_977	0	0	0	0	12	28
ASV_978	0	0	0	0	0	40
ASV_979	18	0	21	0	0	0
ASV_980	14	6	17	0	2	0
ASV_981	11	13	15	0	0	0
ASV_982	0	12	27	0	0	0
ASV_983	0	0	39	0	0	0
ASV_984	0	0	39	0	0	0
ASV_985	0	0	0	39	0	0
ASV_986	0	0	0	39	0	0
ASV_987	0	0	0	39	0	0
ASV_988	0	0	0	39	0	0
ASV_989	0	0	0	39	0	0
ASV_990	0	0	0	16	0	23
ASV_991	38	0	0	0	0	0
ASV_992	38	0	0	0	0	0
ASV_993	23	15	0	0	0	0
ASV_994	21	0	17	0	0	0
ASV_995	14	0	24	0	0	0
ASV_996	11	17	10	0	0	0
ASV_997	0	0	0	38	0	0
ASV_998	0	0	0	38	0	0
ASV_999	0	0	0	38	0	0
ASV_1000	0	0	0	38	0	0
ASV_1001	0	0	0	38	0	0
ASV_1002	0	0	0	38	0	0
ASV_1003	0	0	0	20	0	18
ASV_1004	0	0	0	0	0	38
ASV_1005	0	0	0	0	0	38
ASV_1006	0	0	37	0	0	0
ASV_1007	0	0	0	37	0	0
ASV_1008	0	0	0	37	0	0
ASV_1009	0	0	0	37	0	0
ASV_1010	0	0	0	37	0	0
ASV_1011	0	0	0	37	0	0
ASV_1012	0	0	0	29	0	8
ASV_1013	0	0	0	28	0	9
ASV_1014	0	0	0	21	8	8
ASV_1015	0	0	0	19	0	18
ASV_1016	0	0	0	12	6	19
ASV_1017	0	0	0	0	0	37
ASV_1018	0	0	0	0	0	37
ASV_1019	36	0	0	0	0	0
ASV_1020	23	13	0	0	0	0
ASV_1021	11	14	11	0	0	0
ASV_1022	10	11	15	0	0	0
ASV_1023	0	36	0	0	0	0
ASV_1024	0	0	36	0	0	0
ASV_1025	0	0	36	0	0	0
ASV_1026	0	0	0	36	0	0
ASV_1027	0	0	0	36	0	0
ASV_1028	0	0	0	36	0	0
ASV_1029	0	0	0	36	0	0
ASV_1030	0	0	0	36	0	0
ASV_1031	0	0	0	22	0	14
ASV_1032	0	0	0	17	19	0
ASV_1033	0	0	0	17	6	13
ASV_1034	0	0	0	16	7	13
ASV_1035	0	0	0	15	12	9
ASV_1036	0	0	0	0	36	0
ASV_1037	0	0	0	0	0	36
ASV_1038	35	0	0	0	0	0
ASV_1039	35	0	0	0	0	0
ASV_1040	20	0	15	0	0	0
ASV_1041	0	0	35	0	0	0
ASV_1042	0	0	0	35	0	0
ASV_1043	0	0	0	35	0	0
ASV_1044	0	0	0	35	0	0
ASV_1045	0	0	0	35	0	0
ASV_1046	0	0	0	35	0	0
ASV_1047	0	0	0	35	0	0
ASV_1048	0	0	0	35	0	0
ASV_1049	0	0	0	23	12	0
ASV_1050	0	0	0	21	0	14
ASV_1051	0	0	0	19	0	16
ASV_1052	0	0	0	0	35	0
ASV_1053	0	0	34	0	0	0
ASV_1054	0	0	0	34	0	0
ASV_1055	0	0	0	34	0	0
ASV_1056	0	0	0	27	7	0
ASV_1057	0	0	0	24	0	10
ASV_1058	0	0	0	19	7	8
ASV_1059	0	0	0	0	0	34
ASV_1060	0	0	0	0	0	34
ASV_1061	33	0	0	0	0	0
ASV_1062	13	0	20	0	0	0
ASV_1063	0	33	0	0	0	0
ASV_1064	0	0	33	0	0	0
ASV_1065	0	0	0	33	0	0
ASV_1066	0	0	0	33	0	0
ASV_1067	0	0	0	33	0	0
ASV_1068	0	0	0	33	0	0
ASV_1069	0	0	0	33	0	0
ASV_1070	0	0	0	24	0	9
ASV_1071	0	0	0	21	0	12
ASV_1072	0	0	0	19	14	0
ASV_1073	0	0	0	16	7	10
ASV_1074	0	0	0	12	0	21
ASV_1075	0	0	0	0	33	0
ASV_1076	0	0	0	0	33	0
ASV_1077	0	0	0	0	33	0
ASV_1078	0	0	0	0	33	0
ASV_1079	0	0	0	0	16	17
ASV_1080	0	0	0	0	0	33
ASV_1081	0	0	0	0	0	33
ASV_1082	32	0	0	0	0	0
ASV_1083	0	32	0	0	0	0
ASV_1084	0	0	32	0	0	0
ASV_1085	0	0	32	0	0	0
ASV_1086	0	0	0	32	0	0
ASV_1087	0	0	0	32	0	0
ASV_1088	0	0	0	32	0	0
ASV_1089	0	0	0	32	0	0
ASV_1090	0	0	0	32	0	0
ASV_1091	0	0	0	32	0	0
ASV_1092	0	0	0	21	0	11
ASV_1093	0	0	0	19	13	0
ASV_1094	0	0	0	18	0	14
ASV_1095	0	0	0	16	0	16
ASV_1096	0	0	0	0	32	0
ASV_1097	0	0	0	0	32	0
ASV_1098	0	0	0	0	18	14
ASV_1099	0	0	0	0	14	18
ASV_1100	0	0	0	0	0	32
ASV_1101	0	0	0	0	0	32
ASV_1102	0	0	0	0	0	32
ASV_1103	31	0	0	0	0	0
ASV_1104	31	0	0	0	0	0
ASV_1105	19	0	12	0	0	0
ASV_1106	0	31	0	0	0	0
ASV_1107	0	31	0	0	0	0
ASV_1108	0	0	31	0	0	0
ASV_1109	0	0	0	31	0	0
ASV_1110	0	0	0	31	0	0
ASV_1111	0	0	0	31	0	0
ASV_1112	0	0	0	31	0	0
ASV_1113	0	0	0	31	0	0
ASV_1114	0	0	0	31	0	0
ASV_1115	0	0	0	31	0	0
ASV_1116	0	0	0	22	0	9
ASV_1117	0	0	0	22	0	9
ASV_1118	0	0	0	20	11	0
ASV_1119	0	0	0	20	11	0
ASV_1120	0	0	0	19	0	12
ASV_1121	0	0	0	19	0	12
ASV_1122	0	0	0	16	15	0
ASV_1123	0	0	0	14	0	17
ASV_1124	0	0	0	0	31	0
ASV_1125	0	0	0	0	16	15
ASV_1126	30	0	0	0	0	0
ASV_1127	19	11	0	0	0	0
ASV_1128	14	16	0	0	0	0
ASV_1129	0	30	0	0	0	0
ASV_1130	0	15	15	0	0	0
ASV_1131	0	8	10	0	0	12
ASV_1132	0	0	30	0	0	0
ASV_1133	0	0	30	0	0	0
ASV_1134	0	0	30	0	0	0
ASV_1135	0	0	0	30	0	0
ASV_1136	0	0	0	30	0	0
ASV_1137	0	0	0	30	0	0
ASV_1138	0	0	0	30	0	0
ASV_1139	0	0	0	19	0	11
ASV_1140	0	0	0	16	0	14
ASV_1141	0	0	0	15	0	15
ASV_1142	0	0	0	15	6	9
ASV_1143	0	0	0	0	30	0
ASV_1144	0	0	0	0	0	30
ASV_1145	10	7	12	0	0	0
ASV_1146	9	10	10	0	0	0
ASV_1147	0	29	0	0	0	0
ASV_1148	0	29	0	0	0	0
ASV_1149	0	29	0	0	0	0
ASV_1150	0	0	29	0	0	0
ASV_1151	0	0	29	0	0	0
ASV_1152	0	0	29	0	0	0
ASV_1153	0	0	29	0	0	0
ASV_1154	0	0	0	29	0	0
ASV_1155	0	0	0	29	0	0
ASV_1156	0	0	0	29	0	0
ASV_1157	0	0	0	29	0	0
ASV_1158	0	0	0	29	0	0
ASV_1159	0	0	0	29	0	0
ASV_1160	0	0	0	29	0	0
ASV_1161	0	0	0	29	0	0
ASV_1162	0	0	0	22	7	0
ASV_1163	0	0	0	15	0	14
ASV_1164	0	0	0	12	0	17
ASV_1165	0	0	0	12	0	17
ASV_1166	0	0	0	10	0	19
ASV_1167	0	0	0	0	29	0
ASV_1168	0	0	0	0	29	0
ASV_1169	0	0	0	0	0	29
ASV_1170	0	0	0	0	0	29
ASV_1171	0	0	0	0	0	29
ASV_1172	0	0	0	0	0	29
ASV_1173	0	0	0	0	0	29
ASV_1174	28	0	0	0	0	0
ASV_1175	28	0	0	0	0	0
ASV_1176	28	0	0	0	0	0
ASV_1177	9	0	19	0	0	0
ASV_1178	0	19	9	0	0	0
ASV_1179	0	13	15	0	0	0
ASV_1180	0	0	28	0	0	0
ASV_1181	0	0	0	28	0	0
ASV_1182	0	0	0	28	0	0
ASV_1183	0	0	0	28	0	0
ASV_1184	0	0	0	28	0	0
ASV_1185	0	0	0	28	0	0
ASV_1186	0	0	0	16	12	0
ASV_1187	0	0	0	13	0	15
ASV_1188	0	0	0	0	28	0
ASV_1189	0	0	0	0	0	28
ASV_1190	27	0	0	0	0	0
ASV_1191	27	0	0	0	0	0
ASV_1192	27	0	0	0	0	0
ASV_1193	14	0	13	0	0	0
ASV_1194	0	12	15	0	0	0
ASV_1195	0	0	27	0	0	0
ASV_1196	0	0	27	0	0	0
ASV_1197	0	0	27	0	0	0
ASV_1198	0	0	0	27	0	0
ASV_1199	0	0	0	27	0	0
ASV_1200	0	0	0	27	0	0
ASV_1201	0	0	0	27	0	0
ASV_1202	0	0	0	27	0	0
ASV_1203	0	0	0	27	0	0
ASV_1204	0	0	0	27	0	0
ASV_1205	0	0	0	27	0	0
ASV_1206	0	0	0	27	0	0
ASV_1207	0	0	0	27	0	0
ASV_1208	0	0	0	27	0	0
ASV_1209	0	0	0	18	9	0
ASV_1210	0	0	0	17	0	10
ASV_1211	0	0	0	13	0	14
ASV_1212	0	0	0	13	0	14
ASV_1213	0	0	0	13	0	14
ASV_1214	0	0	0	11	0	16
ASV_1215	0	0	0	11	0	16
ASV_1216	0	0	0	9	6	12
ASV_1217	0	0	0	0	13	14
ASV_1218	0	0	0	0	0	27
ASV_1219	0	0	0	0	0	27
ASV_1220	0	0	0	0	0	27
ASV_1221	26	0	0	0	0	0
ASV_1222	26	0	0	0	0	0
ASV_1223	13	0	13	0	0	0
ASV_1224	8	10	4	4	0	0
ASV_1225	0	26	0	0	0	0
ASV_1226	0	0	26	0	0	0
ASV_1227	0	0	26	0	0	0
ASV_1228	0	0	0	26	0	0
ASV_1229	0	0	0	26	0	0
ASV_1230	0	0	0	26	0	0
ASV_1231	0	0	0	26	0	0
ASV_1232	0	0	0	26	0	0
ASV_1233	0	0	0	26	0	0
ASV_1234	0	0	0	26	0	0
ASV_1235	0	0	0	26	0	0
ASV_1236	0	0	0	26	0	0
ASV_1237	0	0	0	17	0	9
ASV_1238	0	0	0	15	0	11
ASV_1239	0	0	0	0	26	0
ASV_1240	0	0	0	0	0	26
ASV_1241	0	0	0	0	0	26
ASV_1242	0	0	0	0	0	26
ASV_1243	0	0	0	0	0	26
ASV_1244	0	0	0	0	0	26
ASV_1245	0	0	0	0	0	26
ASV_1246	0	0	0	0	0	26
ASV_1247	0	0	0	0	0	26
ASV_1248	25	0	0	0	0	0
ASV_1249	25	0	0	0	0	0
ASV_1250	25	0	0	0	0	0
ASV_1251	23	2	0	0	0	0
ASV_1252	17	0	8	0	0	0
ASV_1253	0	25	0	0	0	0
ASV_1254	0	13	12	0	0	0
ASV_1255	0	0	25	0	0	0
ASV_1256	0	0	25	0	0	0
ASV_1257	0	0	25	0	0	0
ASV_1258	0	0	25	0	0	0
ASV_1259	0	0	0	25	0	0
ASV_1260	0	0	0	25	0	0
ASV_1261	0	0	0	25	0	0
ASV_1262	0	0	0	25	0	0
ASV_1263	0	0	0	25	0	0
ASV_1264	0	0	0	25	0	0
ASV_1265	0	0	0	25	0	0
ASV_1266	0	0	0	25	0	0
ASV_1267	0	0	0	25	0	0
ASV_1268	0	0	0	25	0	0
ASV_1269	0	0	0	17	0	8
ASV_1270	0	0	0	17	0	8
ASV_1271	0	0	0	16	0	9
ASV_1272	0	0	0	13	6	6
ASV_1273	0	0	0	0	0	25
ASV_1274	24	0	0	0	0	0
ASV_1275	24	0	0	0	0	0
ASV_1276	12	0	12	0	0	0
ASV_1277	7	10	7	0	0	0
ASV_1278	0	24	0	0	0	0
ASV_1279	0	24	0	0	0	0
ASV_1280	0	0	24	0	0	0
ASV_1281	0	0	0	24	0	0
ASV_1282	0	0	0	24	0	0
ASV_1283	0	0	0	24	0	0
ASV_1284	0	0	0	24	0	0
ASV_1285	0	0	0	24	0	0
ASV_1286	0	0	0	24	0	0
ASV_1287	0	0	0	24	0	0
ASV_1288	0	0	0	17	0	7
ASV_1289	0	0	0	17	0	7
ASV_1290	0	0	0	17	7	0
ASV_1291	0	0	0	16	0	8
ASV_1292	0	0	0	13	0	11
ASV_1293	0	0	0	0	24	0
ASV_1294	0	0	0	0	24	0
ASV_1295	0	0	0	0	24	0
ASV_1296	0	0	0	0	24	0
ASV_1297	0	0	0	0	0	24
ASV_1298	0	0	0	0	0	24
ASV_1299	0	0	0	0	0	24
ASV_1300	0	0	0	0	0	24
ASV_1301	23	0	0	0	0	0
ASV_1302	23	0	0	0	0	0
ASV_1303	16	0	7	0	0	0
ASV_1304	0	9	14	0	0	0
ASV_1305	0	0	23	0	0	0
ASV_1306	0	0	23	0	0	0
ASV_1307	0	0	23	0	0	0
ASV_1308	0	0	23	0	0	0
ASV_1309	0	0	23	0	0	0
ASV_1310	0	0	0	23	0	0
ASV_1311	0	0	0	23	0	0
ASV_1312	0	0	0	23	0	0
ASV_1313	0	0	0	23	0	0
ASV_1314	0	0	0	23	0	0
ASV_1315	0	0	0	23	0	0
ASV_1316	0	0	0	23	0	0
ASV_1317	0	0	0	23	0	0
ASV_1318	0	0	0	23	0	0
ASV_1319	0	0	0	17	0	6
ASV_1320	0	0	0	14	9	0
ASV_1321	0	0	0	13	0	10
ASV_1322	0	0	0	13	10	0
ASV_1323	0	0	0	12	0	11
ASV_1324	0	0	0	12	11	0
ASV_1325	0	0	0	0	23	0
ASV_1326	0	0	0	0	23	0
ASV_1327	0	0	0	0	0	23
ASV_1328	22	0	0	0	0	0
ASV_1329	10	0	12	0	0	0
ASV_1330	0	22	0	0	0	0
ASV_1331	0	22	0	0	0	0
ASV_1332	0	22	0	0	0	0
ASV_1333	0	9	13	0	0	0
ASV_1334	0	0	22	0	0	0
ASV_1335	0	0	0	22	0	0
ASV_1336	0	0	0	22	0	0
ASV_1337	0	0	0	22	0	0
ASV_1338	0	0	0	22	0	0
ASV_1339	0	0	0	22	0	0
ASV_1340	0	0	0	9	3	10
ASV_1341	0	0	0	0	22	0
ASV_1342	0	0	0	0	22	0
ASV_1343	0	0	0	0	22	0
ASV_1344	0	0	0	0	22	0
ASV_1345	0	0	0	0	0	22
ASV_1346	0	0	0	0	0	22
ASV_1347	0	0	0	0	0	22
ASV_1348	0	0	0	0	0	22
ASV_1349	21	0	0	0	0	0
ASV_1350	21	0	0	0	0	0
ASV_1351	21	0	0	0	0	0
ASV_1352	0	0	21	0	0	0
ASV_1353	0	0	21	0	0	0
ASV_1354	0	0	21	0	0	0
ASV_1355	0	0	21	0	0	0
ASV_1356	0	0	21	0	0	0
ASV_1357	0	0	0	21	0	0
ASV_1358	0	0	0	21	0	0
ASV_1359	0	0	0	21	0	0
ASV_1360	0	0	0	21	0	0
ASV_1361	0	0	0	21	0	0
ASV_1362	0	0	0	21	0	0
ASV_1363	0	0	0	21	0	0
ASV_1364	0	0	0	21	0	0
ASV_1365	0	0	0	21	0	0
ASV_1366	0	0	0	21	0	0
ASV_1367	0	0	0	21	0	0
ASV_1368	0	0	0	17	0	4
ASV_1369	0	0	0	16	5	0
ASV_1370	0	0	0	14	7	0
ASV_1371	0	0	0	12	0	9
ASV_1372	0	0	0	11	0	10
ASV_1373	0	0	0	11	0	10
ASV_1374	0	0	0	9	4	8
ASV_1375	0	0	0	9	5	7
ASV_1376	0	0	0	7	0	14
ASV_1377	0	0	0	0	21	0
ASV_1378	0	0	0	0	21	0
ASV_1379	0	0	0	0	0	21
ASV_1380	0	0	0	0	0	21
ASV_1381	0	0	0	0	0	21
ASV_1382	0	0	0	0	0	21
ASV_1383	20	0	0	0	0	0
ASV_1384	20	0	0	0	0	0
ASV_1385	20	0	0	0	0	0
ASV_1386	20	0	0	0	0	0
ASV_1387	11	0	9	0	0	0
ASV_1388	10	0	10	0	0	0
ASV_1389	7	6	7	0	0	0
ASV_1390	0	20	0	0	0	0
ASV_1391	0	0	20	0	0	0
ASV_1392	0	0	20	0	0	0
ASV_1393	0	0	0	20	0	0
ASV_1394	0	0	0	20	0	0
ASV_1395	0	0	0	20	0	0
ASV_1396	0	0	0	20	0	0
ASV_1397	0	0	0	20	0	0
ASV_1398	0	0	0	20	0	0
ASV_1399	0	0	0	20	0	0
ASV_1400	0	0	0	20	0	0
ASV_1401	0	0	0	20	0	0
ASV_1402	0	0	0	20	0	0
ASV_1403	0	0	0	20	0	0
ASV_1404	0	0	0	20	0	0
ASV_1405	0	0	0	20	0	0
ASV_1406	0	0	0	20	0	0
ASV_1407	0	0	0	20	0	0
ASV_1408	0	0	0	20	0	0
ASV_1409	0	0	0	20	0	0
ASV_1410	0	0	0	20	0	0
ASV_1411	0	0	0	20	0	0
ASV_1412	0	0	0	20	0	0
ASV_1413	0	0	0	20	0	0
ASV_1414	0	0	0	20	0	0
ASV_1415	0	0	0	11	0	9
ASV_1416	0	0	0	10	0	10
ASV_1417	0	0	0	8	0	12
ASV_1418	0	0	0	0	20	0
ASV_1419	0	0	0	0	0	20
ASV_1420	0	0	0	0	0	20
ASV_1421	0	0	0	0	0	20
ASV_1422	0	0	0	0	0	20
ASV_1423	0	0	0	0	0	20
ASV_1424	19	0	0	0	0	0
ASV_1425	12	0	7	0	0	0
ASV_1426	0	19	0	0	0	0
ASV_1427	0	19	0	0	0	0
ASV_1428	0	0	19	0	0	0
ASV_1429	0	0	19	0	0	0
ASV_1430	0	0	19	0	0	0
ASV_1431	0	0	19	0	0	0
ASV_1432	0	0	19	0	0	0
ASV_1433	0	0	19	0	0	0
ASV_1434	0	0	19	0	0	0
ASV_1435	0	0	0	19	0	0
ASV_1436	0	0	0	19	0	0
ASV_1437	0	0	0	19	0	0
ASV_1438	0	0	0	19	0	0
ASV_1439	0	0	0	19	0	0
ASV_1440	0	0	0	19	0	0
ASV_1441	0	0	0	19	0	0
ASV_1442	0	0	0	19	0	0
ASV_1443	0	0	0	19	0	0
ASV_1444	0	0	0	19	0	0
ASV_1445	0	0	0	19	0	0
ASV_1446	0	0	0	19	0	0
ASV_1447	0	0	0	19	0	0
ASV_1448	0	0	0	19	0	0
ASV_1449	0	0	0	13	6	0
ASV_1450	0	0	0	0	19	0
ASV_1451	0	0	0	0	19	0
ASV_1452	0	0	0	0	0	19
ASV_1453	0	0	0	0	0	19
ASV_1454	0	0	0	0	0	19
ASV_1455	0	0	0	0	0	19
ASV_1456	0	0	0	0	0	19
ASV_1457	0	0	0	0	0	19
ASV_1458	0	0	0	0	0	19
ASV_1459	0	0	0	0	0	19
ASV_1460	0	0	0	0	0	19
ASV_1461	18	0	0	0	0	0
ASV_1462	18	0	0	0	0	0
ASV_1463	8	0	10	0	0	0
ASV_1464	0	18	0	0	0	0
ASV_1465	0	18	0	0	0	0
ASV_1466	0	18	0	0	0	0
ASV_1467	0	9	9	0	0	0
ASV_1468	0	6	12	0	0	0
ASV_1469	0	0	18	0	0	0
ASV_1470	0	0	18	0	0	0
ASV_1471	0	0	18	0	0	0
ASV_1472	0	0	18	0	0	0
ASV_1473	0	0	0	18	0	0
ASV_1474	0	0	0	18	0	0
ASV_1475	0	0	0	18	0	0
ASV_1476	0	0	0	18	0	0
ASV_1477	0	0	0	18	0	0
ASV_1478	0	0	0	18	0	0
ASV_1479	0	0	0	18	0	0
ASV_1480	0	0	0	18	0	0
ASV_1481	0	0	0	18	0	0
ASV_1482	0	0	0	18	0	0
ASV_1483	0	0	0	18	0	0
ASV_1484	0	0	0	18	0	0
ASV_1485	0	0	0	18	0	0
ASV_1486	0	0	0	18	0	0
ASV_1487	0	0	0	18	0	0
ASV_1488	0	0	0	18	0	0
ASV_1489	0	0	0	18	0	0
ASV_1490	0	0	0	18	0	0
ASV_1491	0	0	0	13	5	0
ASV_1492	0	0	0	12	0	6
ASV_1493	0	0	0	9	0	9
ASV_1494	0	0	0	0	18	0
ASV_1495	0	0	0	0	18	0
ASV_1496	0	0	0	0	18	0
ASV_1497	0	0	0	0	18	0
ASV_1498	0	0	0	0	18	0
ASV_1499	0	0	0	0	18	0
ASV_1500	0	0	0	0	0	18
ASV_1501	17	0	0	0	0	0
ASV_1502	17	0	0	0	0	0
ASV_1503	17	0	0	0	0	0
ASV_1504	11	0	6	0	0	0
ASV_1505	8	0	9	0	0	0
ASV_1506	0	0	17	0	0	0
ASV_1507	0	0	17	0	0	0
ASV_1508	0	0	17	0	0	0
ASV_1509	0	0	17	0	0	0
ASV_1510	0	0	17	0	0	0
ASV_1511	0	0	0	17	0	0
ASV_1512	0	0	0	17	0	0
ASV_1513	0	0	0	17	0	0
ASV_1514	0	0	0	17	0	0
ASV_1515	0	0	0	17	0	0
ASV_1516	0	0	0	17	0	0
