Kingdom	Phylum	Class	Order	Family	Genus	A1	A2	A3	A7	A8	A9
239	Bacteria	WPS-2	NA	NA	NA	NA	137	0	63	0	0	0
240	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	101	0	99	0	0	0
241	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	65	32	33	30	18	22
242	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	49	85	66	0	0	0
243	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Zavarzinella	0	0	0	86	39	75
244	Bacteria	GAL15	NA	NA	NA	NA	76	0	73	33	17	0
245	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	0	0	38	0	69	91
246	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	71	53	73	0	0	0
247	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	0	0	0	63	94	40
248	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	64	71	61	0	0	0
249	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	55	69	70	0	0	0
250	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	109	82	0	0	0	0
251	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA	63	36	92	0	0	0
252	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	0	0	0	49	51	91
253	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	KF-JG30-B3	NA	54	31	71	12	0	22
254	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	62	66	61	0	0	0
255	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA	61	49	79	0	0	0
256	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	1921-2	53	30	106	0	0	0
257	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	0	0	0	58	55	76
258	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	70	49	69	0	0	0
259	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	0	0	0	79	34	75
260	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	109	31	47	0	0	0
261	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA	63	65	59	0	0	0
262	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA	0	0	0	69	58	60
263	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	55	50	80	0	0	0
264	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	NA	NA	0	0	0	102	36	46
265	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	0	0	0	96	34	54
266	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 12	0	0	0	64	56	64
267	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	69	0	91	23	0	0
268	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	48	46	89	0	0	0
269	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	0	0	0	92	54	36
270	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA	73	43	65	0	0	0
271	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	0	0	0	82	41	58
272	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Denitratisoma	0	0	0	75	47	56
273	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA	0	0	0	65	30	83
274	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	0	0	0	65	50	63
275	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	0	0	0	64	52	62
276	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chromobacteriaceae	Crenobacter	0	0	0	53	101	24
277	Archaea	Halobacterota	Methanosarcinia	Methanosarciniales	Methanosarcinaceae	Methanosarcina	0	0	0	62	44	71
278	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA	35	61	80	0	0	0
279	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	0	0	0	126	0	50
280	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptacidiphilus	76	43	56	0	0	0
281	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	NA	67	51	57	0	0	0
282	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	NA	NA	90	0	84	0	0	0
283	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Fulvimonas	36	77	61	0	0	0
284	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	0	107	67	0	0	0
285	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	80	36	56	0	0	0
286	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	0	0	0	68	47	56
287	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Rummeliibacillus	0	0	0	61	40	70
288	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	0	0	0	81	23	66
289	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	82	32	55	0	0	0
290	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	73	57	39	0	0	0
291	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	31	68	70	0	0	0
292	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	0	0	0	169	0	0
293	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	0	0	0	105	0	64
294	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	44	45	79	0	0	0
295	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	NA	NA	0	0	0	110	30	27
296	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	57	39	70	0	0	0
297	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	55	55	56	0	0	0
298	Bacteria	WPS-2	NA	NA	NA	NA	50	48	68	0	0	0
299	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	36	60	70	0	0	0
300	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	NA	0	0	0	77	34	55
301	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	0	0	0	69	38	59
302	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA	0	0	0	64	36	65
303	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	0	0	0	61	43	61
304	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 10	0	0	0	61	53	50
305	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Roseiarcus	0	88	75	0	0	0
306	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	71	32	59
307	Bacteria	WPS-2	NA	NA	NA	NA	79	0	82	0	0	0
308	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	75	25	61	0	0	0
309	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	57	52	52	0	0	0
310	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	56	55	50	0	0	0
311	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	0	27	30	41	35	28
312	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	0	0	0	47	50	64
313	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	0	0	0	112	48	0
314	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	0	0	0	69	43	48
315	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	74	0	85	0	0	0
316	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA	63	39	56	0	0	0
317	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosotaleales	Nitrosotaleaceae	NA	89	0	68	0	0	0
318	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	74	43	40	0	0	0
319	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	54	51	52	0	0	0
320	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	32	38	48	20	0	19
321	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	0	0	0	73	33	51
322	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	0	0	0	62	40	55
323	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	0	0	0	57	43	57
324	Bacteria	WPS-2	NA	NA	NA	NA	44	57	55	0	0	0
325	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	0	0	0	79	33	44
326	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	0	0	0	71	29	56
327	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	0	0	0	67	35	54
328	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	87	68	0	0	0	0
329	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	0	0	0	90	33	32
330	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	0	0	0	77	37	41
331	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	0	0	0	63	43	49
332	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocystis	0	0	0	154	0	0
333	Bacteria	WPS-2	NA	NA	NA	NA	70	44	39	0	0	0
334	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	39	68	39	0	7	0
335	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	14	0	0	55	38	46
336	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	95	0	56	0	0	0
337	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	92	59	0	0	0	0
338	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	43	38	33	0	0	36
339	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	NA	NA	43	40	67	0	0	0
340	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA	0	0	0	57	42	51
341	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA	0	0	0	34	28	88
342	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	23	67	59	0	0	0
343	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA	0	0	0	71	24	54
344	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	69	0	79	0	0	0
345	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	G12-WMSP1	52	33	63	0	0	0
346	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA	0	39	45	0	0	64
347	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	0	0	0	0	148	0
348	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA	88	32	27	0	0	0
349	Bacteria	WPS-2	NA	NA	NA	NA	36	43	68	0	0	0
350	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA	0	0	0	74	33	40
351	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	0	0	0	0	72	75
352	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	67	0	79	0	0	0
353	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	75	0	70	0	0	0
354	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	30	29	45	0	29	12
355	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	27	53	65	0	0	0
356	Archaea	Halobacterota	Methanocellia	Methanocellales	Methanocellaceae	Rice Cluster I	0	0	0	60	40	45
357	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	0	68	76	0	0	0
358	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	80	25	38	0	0	0
359	Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	0	0	0	47	49	47
360	Bacteria	WPS-2	NA	NA	NA	NA	42	44	56	0	0	0
361	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	36	26	50	12	0	17
362	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	0	0	0	62	0	79
363	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	0	0	0	52	39	49
364	Bacteria	WPS-2	NA	NA	NA	NA	59	30	49	0	0	0
365	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	NA	NA	55	28	55	0	0	0
366	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	0	0	0	60	44	34
367	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	0	0	0	56	35	46
368	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	24	52	60	0	0	0
369	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	51	0	83	0	0	0
370	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA	0	0	0	54	39	40
371	Bacteria	Chloroflexi	AD3	NA	NA	NA	47	27	58	0	0	0
372	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	0	0	0	57	32	43
373	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	0	0	0	56	32	44
374	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Candidatus Nostocoida	71	60	0	0	0	0
375	Bacteria	WPS-2	NA	NA	NA	NA	60	0	71	0	0	0
376	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	NA	67	0	63	0	0	0
377	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	0	0	0	64	66	0
378	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	0	0	0	0	0	130
379	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	43	40	46	0	0	0
380	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	0	0	0	53	30	46
381	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	0	0	0	51	25	53
382	Bacteria	GAL15	NA	NA	NA	NA	72	0	56	0	0	0
383	Bacteria	WPS-2	NA	NA	NA	NA	63	65	0	0	0	0
384	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA	25	51	52	0	0	0
385	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidicaldus	32	42	53	0	0	0
386	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	0	0	0	78	0	49
387	Bacteria	Chloroflexi	Anaerolineae	SJA-15	NA	NA	0	0	0	67	22	38
388	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	0	0	0	64	0	63
389	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA	51	51	24	0	0	0
390	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	0	0	0	70	0	56
391	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	74	22	29
392	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	0	0	0	74	0	51
393	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Allostreptomyces	0	0	0	39	29	57
394	Bacteria	WPS-2	NA	NA	NA	NA	61	0	63	0	0	0
395	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	NA	NA	37	38	49	0	0	0
396	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	0	42	82	0	0	0
397	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	42	34	47	0	0	0
398	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	34	45	44	0	0	0
399	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA	33	43	47	0	0	0
400	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA	0	0	0	58	30	35
401	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Afipia	36	52	34	0	0	0
402	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	35	36	51	0	0	0
403	Bacteria	GAL15	NA	NA	NA	NA	0	79	43	0	0	0
404	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	0	0	0	54	36	32
405	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	0	0	0	0	44	78
406	Bacteria	Chloroflexi	AD3	NA	NA	NA	39	24	58	0	0	0
407	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 13	NA	NA	38	38	45	0	0	0
408	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidicaldus	43	37	39	0	0	0
409	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	7	0	0	50	30	32
410	Bacteria	Methylomirabilota	Methylomirabilia	Methylomirabilales	Methylomirabilaceae	Sh765B-TzT-35	0	0	0	60	24	35
411	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	0	0	0	57	0	62
412	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	39	38	41	0	0	0
413	Bacteria	Chloroflexi	TK10	NA	NA	NA	0	0	0	70	0	48
414	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	55	30	33
415	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	0	0	0	41	32	45
416	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	NA	NA	38	41	38	0	0	0
417	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA	0	0	0	51	24	42
418	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	58	0	58	0	0	0
419	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	KF-JG30-B3	NA	38	43	35	0	0	0
420	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidicaldus	35	29	52	0	0	0
421	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	0	0	0	40	38	38
422	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	32	36	38	0	0	9
423	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	55	22	37	0	0	0
424	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	32	41	41	0	0	0
425	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	38	0	45	30	0	0
426	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	0	0	0	70	0	43
427	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	62	0	50	0	0	0
428	Bacteria	Firmicutes	Symbiobacteriia	Symbiobacteriales	Symbiobacteraceae	NA	0	0	0	73	31	8
429	Bacteria	RCP2-54	NA	NA	NA	NA	59	0	52	0	0	0
430	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	55	0	56	0	0	0
431	Archaea	Crenarchaeota	Nitrososphaeria	Group 1.1c	NA	NA	39	0	72	0	0	0
432	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	0	71	40	0	0	0
433	Bacteria	FCPU426	NA	NA	NA	NA	0	0	0	41	22	48
434	Archaea	Crenarchaeota	Bathyarchaeia	NA	NA	NA	0	0	0	31	28	52
435	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus Koribacter	0	0	0	26	46	39
436	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	31	35	44	0	0	0
437	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	15	0	30	19	16	30
438	Bacteria	Firmicutes	Clostridia	Clostridiales	Caloramatoraceae	Fonticella	0	0	0	51	23	36
439	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	NA	NA	0	0	0	49	0	60
440	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	0	0	0	27	13	69
441	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	55	0	53	0	0	0
442	Bacteria	Acidobacteriota	Subgroup 5	NA	NA	NA	46	32	30	0	0	0
443	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylovirgula	29	41	38	0	0	0
444	Bacteria	Chloroflexi	TK10	NA	NA	NA	0	0	108	0	0	0
445	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	0	0	0	53	22	33
446	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus Koribacter	0	0	0	53	0	55
447	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	mle1-7	0	0	0	48	28	32
448	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	0	0	0	43	35	30
449	Bacteria	Chloroflexi	Ktedonobacteria	B12-WMSP1	NA	NA	41	25	41	0	0	0
450	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	0	80	27	0	0	0
451	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Dechloromonas	0	0	0	56	0	51
452	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	44	31	31	0	0	0
453	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiales Incertae Sedis	Aciditerrimonas	32	36	38	0	0	0
454	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	0	0	0	42	31	33
455	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	56	0	49	0	0	0
456	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus Koribacter	50	0	55	0	0	0
457	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidicaldus	37	28	40	0	0	0
458	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	36	31	38	0	0	0
459	Bacteria	Desulfobacterota	NA	NA	NA	NA	11	0	0	32	21	40
460	Bacteria	Latescibacterota	NA	NA	NA	NA	0	0	0	56	12	36
461	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	39	32	33
462	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	66	0	37	0	0	0
463	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	NA	48	55	0	0	0	0
464	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	NA	0	0	0	45	19	39
465	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	0	0	0	45	23	35
466	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	0	0	0	43	60	0
467	Bacteria	RCP2-54	NA	NA	NA	NA	63	0	39	0	0	0
468	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	47	0	55	0	0	0
469	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	20	30	51	0	0	0
470	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Cohnella	0	101	0	0	0	0
471	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	0	0	101	0	0	0
472	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA	0	0	0	44	22	35
473	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	0	0	0	41	25	35
474	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	NA	0	0	0	41	24	35
475	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	34	37	28	0	0	0
476	Archaea	Crenarchaeota	Nitrososphaeria	Group 1.1c	NA	NA	33	27	39	0	0	0
477	Bacteria	Actinobacteriota	Actinobacteria	Catenulisporales	Actinospicaceae	Actinospica	28	36	35	0	0	0
478	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	0	0	0	63	19	17
479	Bacteria	Armatimonadota	NA	NA	NA	NA	0	0	0	55	44	0
480	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	33	32	33	0	0	0
481	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	BacC-u-018	25	35	38	0	0	0
